application_id,applicant_gender,applicant_age,annual_income_aud,income_consistency,occupation_class,employment_sector,residence_area,requested_amount_aud,existing_repayments_aud,expense_flag_a,expense_flag_b,dependants_count,credit_rating,prior_default_count,card_status,property_ref,property_age_years,property_category,property_area,has_co_applicant,property_value_aud,marketing_channel,branch_id,application_date,monthly_income_aud,risk_review_flag,enquiry_count_12m,sanctioned_amount_aud
LN-022174,female,21,6871.68,variable,commercial_partner,,inner_metro,189059.24,890.75,no,yes,,,0,current,702,,cat_b,regional,1,352957.12,online,BR037,03/07/2024,532.75,1,4,151247.39
LN-022175,female,18,1680.84,variable,salaried,,outer_metro,128014.86,610.89,no,yes,2.0,,0,none_held,123,1680.84,cat_b,outer_metro,1,148489.07,broker,BR056,14/12/2023,141.05,1,0,102411.88
LN-022176,male,65,2692.72,steady,retiree,,outer_metro,56257.4,602.22,yes,yes,2.0,702.64,1,none_held,406,2692.72,cat_b,regional,1,66564.02,broker,BR032,21/08/2024,219.26,1,5,39380.18
LN-022180,female,26,7018.24,variable,commercial_partner,management,regional,243131.47,,yes,yes,2.0,,1,none_held,866,,cat_b,inner_metro,1,442489.33,branch_walkin,BR129,06/11/2023,602.83,0,6,170192.03
LN-022181,male,52,6878.71,variable,commercial_partner,labouring,inner_metro,221360.92,672.1,no,yes,2.0,728.27,0,none_held,587,6878.71,cat_c,regional,1,310020.54,referral,BR036,12/12/2023,577.83,0,5,143884.61
LN-022183,female,59,,variable,salaried,management,inner_metro,171183.75,1348.13,no,yes,2.0,772.02,1,dormant,705,,cat_d,inner_metro,1,301908.84,online,BR048,27/03/2023,,0,5,119828.62
LN-022184,female,18,,variable,salaried,labouring,outer_metro,24178.14,137.04,no,yes,1.0,805.96,1,dormant,680,,cat_a,outer_metro,0,38881.8,online,BR084,17/05/2023,,0,4,0.0
LN-022185,female,32,2928.88,variable,salaried,administration,outer_metro,99246.61,,no,yes,1.0,867.84,0,none_held,897,2928.88,cat_a,outer_metro,0,166386.3,outbound_call,BR026,14/02/2024,,0,7,79397.29
LN-022187,female,25,1574.41,variable,salaried,retail,outer_metro,10690.16,148.58,yes,yes,3.0,711.89,1,dormant,841,1574.41,cat_b,regional,1,12850.93,branch_walkin,BR117,23/10/2023,128.27,1,1,6948.6
LN-022188,female,54,6080.53,variable,salaried,technical,outer_metro,178534.8,601.71,yes,yes,3.0,698.4,0,dormant,48,6080.53,cat_b,regional,0,202854.44,branch_walkin,BR111,28/09/2024,495.37,1,0,0.0
LN-022190,male,64,4160.54,steady,retiree,,outer_metro,338443.97,876.34,yes,no,2.0,853.85,0,current,781,4160.54,cat_a,outer_metro,1,382047.83,broker,BR019,13/10/2024,352.49,1,2,236910.77
LN-022192,male,53,2681.34,variable,public_sector,administration,regional,205422.4,681.21,no,no,1.0,630.55,0,unknown,675,2681.34,cat_b,inner_metro,1,243430.97,branch_walkin,BR170,22/04/2023,223.03,1,9,0.0
LN-022193,male,64,2094.89,variable,salaried,labouring,outer_metro,22843.26,,yes,no,1.0,,1,current,80,2094.89,cat_a,outer_metro,1,33495.47,branch_walkin,BR019,29/06/2023,172.44,0,4,0.0
LN-022194,female,34,2627.73,variable,salaried,retail,outer_metro,40717.74,274.32,no,yes,3.0,634.4,0,none_held,330,,cat_a,regional,1,56364.36,branch_walkin,BR069,10/03/2024,204.44,1,2,0.0
LN-022195,female,18,3420.42,variable,public_sector,administration,outer_metro,172192.41,615.19,no,yes,2.0,752.57,0,dormant,87,3420.42,cat_a,outer_metro,1,258541.7,referral,BR147,02/05/2024,276.49,0,11,129144.31
LN-022196,male,33,3264.33,variable,salaried,,outer_metro,133569.89,511.83,no,yes,2.0,629.38,0,current,937,,cat_d,outer_metro,0,200962.1,broker,BR029,08/07/2024,260.6,1,1,0.0
LN-022198,female,52,,variable,commercial_partner,labouring,outer_metro,218944.72,646.94,yes,yes,2.0,686.54,1,current,506,,cat_d,inner_metro,1,369832.11,branch_walkin,BR046,10/06/2023,,1,2,153261.3
LN-022199,female,64,,,salaried,retail,regional,27541.83,160.29,no,yes,3.0,675.17,0,none_held,474,,cat_c,inner_metro,1,30318.23,broker,BR185,11/10/2023,,1,1,17902.19
LN-022201,male,39,3372.69,variable,commercial_partner,,outer_metro,59486.06,292.93,no,yes,3.0,800.97,0,current,752,3372.69,cat_c,outer_metro,0,65918.11,broker,BR198,03/03/2023,290.04,1,5,0.0
LN-022202,female,25,,variable,commercial_partner,retail,outer_metro,65291.52,307.16,yes,yes,1.0,,0,none_held,307,,cat_a,outer_metro,1,83041.65,outbound_call,BR116,19/12/2023,,1,4,45704.06
LN-022204,female,18,,variable,salaried,transport,outer_metro,107805.26,621.71,yes,no,4.0,649.79,0,none_held,530,2717.51,cat_a,inner_metro,1,153287.48,broker,BR026,30/08/2023,233.08,0,11,0.0
LN-022205,male,18,1494.36,variable,salaried,healthcare,regional,74219.83,339.74,no,yes,2.0,,0,dormant,488,,cat_d,inner_metro,1,137559.87,online,BR126,16/02/2023,119.25,0,4,51953.88
LN-022207,male,55,1805.24,variable,salaried,labouring,outer_metro,38904.09,191.63,yes,yes,2.0,715.46,0,dormant,414,1805.24,cat_d,inner_metro,1,60132.85,online,BR141,11/02/2024,151.12,0,2,0.0
LN-022208,male,18,,variable,commercial_partner,administration,regional,54864.27,439.1,no,yes,,731.44,0,current,282,2225.52,cat_a,regional,1,74980.55,online,BR090,10/06/2023,,0,3,35661.78
LN-022209,male,39,2824.36,variable,commercial_partner,administration,regional,132529.32,836.05,yes,yes,3.0,637.97,1,dormant,18,2824.36,cat_c,outer_metro,0,167445.93,branch_walkin,BR190,30/04/2023,232.33,1,1,0.0
LN-022210,male,32,1756.88,variable,salaried,labouring,outer_metro,103838.48,477.49,no,yes,4.0,639.5,0,none_held,49,1756.88,cat_b,outer_metro,1,,outbound_call,BR088,15/10/2024,149.02,1,0,0.0
LN-022214,female,64,4098.99,variable,commercial_partner,management,outer_metro,57928.04,295.48,yes,yes,3.0,668.31,0,none_held,324,4098.99,cat_a,regional,1,98227.33,broker,BR107,29/07/2024,334.07,0,8,40549.63
LN-022215,male,43,9804.99,variable,commercial_partner,management,outer_metro,100905.95,567.7,yes,no,3.0,755.0,0,current,301,9804.99,cat_a,outer_metro,1,171861.77,branch_walkin,BR012,17/10/2023,,0,1,70634.17
LN-022216,female,18,4392.51,variable,public_sector,transport,outer_metro,150104.31,486.39,no,no,,620.37,0,current,583,4392.51,cat_a,inner_metro,1,227936.61,outbound_call,BR100,15/12/2023,348.57,1,3,0.0
LN-022217,male,51,4479.08,variable,commercial_partner,retail,outer_metro,54521.17,588.86,yes,yes,3.0,680.96,1,none_held,223,4479.08,cat_a,regional,1,64043.37,online,BR086,09/01/2024,380.68,1,1,0.0
LN-022220,female,48,3963.94,variable,salaried,technical,outer_metro,30089.72,,yes,no,1.0,,1,current,345,3963.94,cat_b,outer_metro,1,52340.91,referral,BR032,18/04/2024,307.76,0,0,19558.32
LN-022224,female,37,7691.46,variable,commercial_partner,,inner_metro,140512.34,1312.83,yes,no,3.0,811.45,1,current,204,7691.46,cat_c,regional,1,262075.74,outbound_call,BR099,05/08/2023,688.2,1,7,98358.63
LN-022225,female,18,7639.21,variable,public_sector,,regional,181565.28,823.03,no,yes,1.0,818.58,0,dormant,261,,cat_c,regional,1,300720.92,branch_walkin,BR006,19/07/2024,672.89,1,0,136173.96
LN-022226,male,18,,variable,commercial_partner,food_beverage,inner_metro,254443.54,1387.06,no,yes,2.0,665.41,0,dormant,862,,cat_c,regional,1,380788.84,branch_walkin,BR039,21/08/2024,,1,4,178110.47
LN-022227,female,56,3246.92,variable,commercial_partner,labouring,outer_metro,190525.94,,no,no,1.0,686.53,1,dormant,95,,cat_b,regional,1,327870.48,referral,BR012,23/03/2023,269.11,1,2,123841.85
LN-022231,female,64,3026.78,steady,retiree,,outer_metro,58485.5,326.66,yes,no,2.0,,0,none_held,944,3026.78,cat_c,regional,0,98062.42,online,BR072,10/01/2023,244.25,1,4,38015.58
LN-022232,female,64,,variable,salaried,transport,outer_metro,65183.31,295.82,no,no,1.0,744.38,1,none_held,183,1485.95,cat_d,inner_metro,1,92100.4,online,BR154,12/02/2024,120.73,1,2,45628.31
LN-022233,male,49,,variable,salaried,labouring,outer_metro,154004.87,571.92,no,yes,2.0,727.85,0,none_held,832,,cat_c,outer_metro,1,282015.82,branch_walkin,BR179,01/12/2024,,1,5,100103.17
LN-022235,male,27,2680.0,variable,salaried,labouring,outer_metro,39308.16,213.79,yes,yes,1.0,616.81,1,dormant,839,2680.0,cat_b,regional,1,44480.18,broker,BR039,08/03/2024,215.91,1,5,0.0
LN-022236,female,48,2725.52,variable,salaried,finance,outer_metro,216574.39,558.19,no,no,3.0,875.7,0,current,546,2725.52,cat_b,inner_metro,1,276038.77,branch_walkin,BR115,31/08/2024,225.63,0,7,173259.51
LN-022239,female,65,1261.96,steady,retiree,,outer_metro,45604.08,307.5,yes,yes,3.0,,0,none_held,808,1261.96,cat_b,regional,0,77153.58,outbound_call,BR021,14/01/2023,111.77,0,6,0.0
LN-022240,male,59,,variable,commercial_partner,retail,outer_metro,124498.11,366.42,no,yes,3.0,,1,dormant,867,,cat_a,inner_metro,1,152740.61,online,BR158,27/05/2023,,0,1,93373.58
LN-022243,female,59,2378.16,variable,commercial_partner,,outer_metro,143071.17,613.04,no,yes,3.0,800.05,0,dormant,22,2378.16,cat_a,regional,1,166455.89,online,BR150,11/08/2023,203.13,0,2,0.0
LN-022244,male,54,2614.03,variable,commercial_partner,facilities,outer_metro,129958.7,544.47,yes,yes,1.0,,1,current,636,2614.03,cat_a,,1,188750.18,branch_walkin,BR177,11/12/2024,225.51,1,4,90971.08
LN-022246,female,55,5533.75,variable,salaried,retail,outer_metro,201031.64,859.1,no,no,2.0,774.44,0,dormant,366,,cat_c,outer_metro,1,261643.15,online,BR072,31/07/2023,420.51,1,2,150773.72
LN-022247,female,44,6024.87,variable,salaried,technical,regional,148969.17,,no,no,3.0,702.32,0,none_held,141,6024.87,cat_c,inner_metro,1,236932.04,broker,BR182,27/03/2023,477.89,0,0,104278.42
LN-022249,male,32,14504.53,variable,commercial_partner,personal_services,outer_metro,192092.34,958.49,no,yes,1.0,,0,none_held,427,14504.53,cat_d,outer_metro,1,297578.32,branch_walkin,BR140,30/03/2024,1183.53,0,3,144069.24
LN-022251,male,34,2404.13,variable,salaried,retail,outer_metro,287761.53,906.77,no,no,4.0,693.77,0,dormant,759,2404.13,cat_a,outer_metro,0,328654.51,online,BR025,03/09/2024,207.76,1,6,0.0
LN-022252,male,59,2483.92,variable,salaried,hospitality,outer_metro,59108.68,483.14,yes,yes,2.0,692.27,0,dormant,417,2483.92,cat_c,regional,1,110295.32,broker,BR071,27/05/2023,187.77,0,4,38420.64
LN-022253,female,25,,variable,salaried,finance,outer_metro,115857.6,561.16,yes,yes,2.0,692.12,0,none_held,452,,cat_a,outer_metro,1,185164.55,branch_walkin,BR003,10/01/2024,,1,5,75307.45
LN-022254,female,44,4911.3,variable,commercial_partner,labouring,inner_metro,87449.64,553.77,no,yes,4.0,831.23,0,current,217,,cat_b,regional,1,131566.94,branch_walkin,BR090,28/11/2024,414.97,0,8,69959.72
LN-022255,male,43,,variable,salaried,labouring,outer_metro,76177.71,426.02,no,no,2.0,,0,none_held,510,,cat_c,outer_metro,1,84387.97,online,BR147,13/03/2023,,1,3,53324.4
LN-022256,male,18,,variable,commercial_partner,personal_services,outer_metro,146449.56,671.85,yes,yes,,712.45,0,dormant,880,,cat_d,outer_metro,1,165931.02,referral,BR179,12/05/2024,328.13,0,3,102514.69
LN-022257,male,18,3752.15,variable,salaried,retail,outer_metro,282076.95,832.72,no,yes,,824.51,0,dormant,901,,cat_a,inner_metro,1,310928.85,referral,BR004,18/08/2023,305.28,0,10,211557.72
LN-022259,male,20,1873.97,variable,salaried,healthcare,outer_metro,198030.48,,no,yes,4.0,810.2,0,dormant,787,1873.97,cat_b,outer_metro,1,257651.83,broker,BR003,04/02/2023,158.56,0,1,148522.86
LN-022261,male,20,5626.33,variable,commercial_partner,administration,outer_metro,213177.98,1453.9,no,yes,3.0,801.85,0,dormant,109,5626.33,cat_d,inner_metro,1,320211.66,broker,BR035,25/12/2023,477.27,0,7,149224.59
LN-022262,male,55,2990.09,variable,commercial_partner,retail,outer_metro,39664.79,188.99,yes,yes,1.0,716.52,0,current,925,2990.09,cat_b,inner_metro,1,65955.49,outbound_call,BR118,07/03/2024,243.57,1,7,25782.11
LN-022264,male,52,3359.22,variable,commercial_partner,management,outer_metro,115194.68,579.75,yes,yes,2.0,715.6,0,dormant,395,3359.22,cat_d,regional,1,179671.35,online,BR033,02/02/2023,287.1,0,4,74876.55
LN-022265,male,61,,variable,salaried,transport,regional,97034.82,480.17,yes,yes,1.0,790.04,0,dormant,427,5792.69,cat_d,outer_metro,0,158387.85,online,BR035,01/06/2023,,0,9,0.0
LN-022266,female,59,,variable,salaried,,outer_metro,74918.63,352.94,no,yes,1.0,817.44,1,dormant,491,,cat_b,regional,-999,86605.69,referral,BR017,12/10/2023,,1,11,56188.97
LN-022267,female,53,5881.34,variable,salaried,labouring,outer_metro,100779.05,428.2,yes,no,3.0,670.34,0,dormant,175,,cat_c,inner_metro,1,183612.22,outbound_call,BR071,22/08/2024,484.1,1,7,65506.38
LN-022268,female,19,,,salaried,retail,regional,302366.28,899.02,yes,yes,2.0,666.51,0,none_held,516,,cat_a,inner_metro,1,363946.43,branch_walkin,BR156,24/11/2023,,1,0,196538.08
LN-022272,female,19,5489.54,variable,salaried,technical,outer_metro,56892.11,,no,yes,3.0,768.56,0,current,480,5489.54,cat_b,outer_metro,1,64526.3,referral,BR079,09/05/2024,468.22,0,1,45513.69
LN-022274,female,55,4682.15,variable,commercial_partner,,inner_metro,186503.25,1020.83,no,yes,2.0,790.05,0,dormant,33,4682.15,cat_d,outer_metro,1,353734.49,online,BR173,18/07/2023,355.43,0,10,139877.44
LN-022277,male,59,,variable,salaried,,outer_metro,30180.65,299.83,no,yes,3.0,737.2,0,none_held,223,,cat_a,regional,1,56516.38,online,BR144,05/07/2023,,1,9,21126.45
LN-022278,male,61,3697.0,variable,commercial_partner,labouring,outer_metro,291834.6,843.06,yes,no,3.0,678.94,0,unknown,80,,cat_a,outer_metro,0,393427.53,online,BR170,15/04/2024,318.58,1,6,0.0
LN-022279,male,18,4833.88,variable,commercial_partner,labouring,outer_metro,73665.86,393.7,no,yes,4.0,,0,dormant,502,4833.88,cat_c,regional,1,104188.49,broker,BR018,15/08/2024,385.46,1,1,51566.1
LN-022280,female,25,,variable,salaried,labouring,outer_metro,40580.58,425.89,yes,yes,3.0,685.19,0,none_held,103,,cat_d,outer_metro,1,63842.84,online,BR064,09/03/2024,,1,7,28406.4
LN-022281,male,37,,variable,salaried,healthcare,outer_metro,84354.12,443.16,no,no,1.0,663.72,0,current,785,,cat_a,inner_metro,1,105758.44,broker,BR050,26/10/2024,,0,1,54830.18
LN-022282,male,65,4127.25,steady,retiree,,outer_metro,196028.66,630.99,no,yes,1.0,,0,dormant,342,4127.25,cat_a,inner_metro,1,318952.44,online,BR137,14/10/2023,324.66,0,1,147021.5
LN-022283,female,28,2640.61,variable,salaried,transport,outer_metro,182443.8,759.55,yes,yes,4.0,688.36,1,dormant,455,2640.61,cat_d,outer_metro,1,252460.06,online,BR179,16/02/2024,226.66,0,3,0.0
LN-022284,female,48,1966.53,variable,salaried,labouring,outer_metro,107604.58,550.25,yes,no,2.0,637.24,0,dormant,862,1966.53,cat_c,regional,1,155642.27,branch_walkin,BR056,27/07/2023,168.19,1,2,0.0
LN-022285,female,18,,variable,salaried,finance,outer_metro,106595.84,631.02,yes,yes,,711.78,1,dormant,857,,cat_c,inner_metro,1,186398.69,branch_walkin,BR052,14/09/2023,,1,7,74617.09
LN-022287,male,45,,variable,salaried,transport,outer_metro,68591.05,435.63,no,no,1.0,622.43,1,current,776,,cat_b,regional,1,-999.0,online,BR091,06/12/2023,,1,7,0.0
LN-022288,male,55,6078.48,variable,salaried,security,outer_metro,182247.4,914.44,no,yes,,676.47,0,dormant,139,6078.48,cat_b,regional,1,281526.72,broker,BR046,08/07/2024,511.63,1,2,118460.81
LN-022289,male,18,3294.17,variable,salaried,security,inner_metro,141888.92,362.62,yes,no,2.0,853.53,0,dormant,908,3294.17,cat_c,outer_metro,1,207202.25,outbound_call,BR007,03/01/2024,269.74,0,6,106416.69
LN-022290,male,33,4801.57,variable,salaried,,outer_metro,119342.44,476.07,yes,yes,2.0,773.05,0,current,295,,cat_c,outer_metro,1,179569.78,broker,BR003,07/03/2024,404.15,0,5,95473.96
LN-022291,male,46,3193.84,variable,salaried,,outer_metro,14845.95,61.4,no,no,,,0,current,584,3193.84,cat_a,outer_metro,1,18059.64,branch_walkin,BR029,22/09/2024,255.78,0,5,10392.16
LN-022293,male,24,,,salaried,labouring,outer_metro,108205.48,686.8,yes,yes,4.0,647.04,0,dormant,888,,cat_a,inner_metro,1,180925.92,online,BR100,24/08/2024,256.55,1,1,0.0
LN-022294,male,31,4351.56,variable,salaried,labouring,outer_metro,19225.3,221.29,yes,yes,2.0,715.24,0,current,542,4351.56,cat_d,regional,1,27199.86,online,BR085,14/07/2024,359.17,0,1,0.0
LN-022295,female,61,1471.21,variable,salaried,security,outer_metro,37204.94,353.97,yes,yes,2.0,790.69,0,none_held,783,1471.21,cat_b,outer_metro,1,68861.28,broker,BR017,04/11/2023,122.03,1,0,27903.7
LN-022296,male,18,1609.23,variable,salaried,technical,outer_metro,43421.47,212.49,yes,yes,3.0,713.52,1,dormant,24,1609.23,cat_a,outer_metro,1,73974.08,branch_walkin,BR168,04/10/2024,130.56,0,8,28223.95
LN-022299,male,18,4352.46,variable,salaried,technical,outer_metro,215853.62,1137.34,no,yes,2.0,,0,current,926,4352.46,cat_b,inner_metro,0,,broker,BR091,28/12/2023,370.6,0,5,0.0
LN-022303,male,50,2189.19,,salaried,security,regional,205059.2,1141.13,no,no,2.0,859.34,1,dormant,67,,cat_b,regional,1,258162.39,referral,BR040,30/09/2023,184.03,0,1,164047.37
LN-022304,female,45,,variable,salaried,labouring,outer_metro,42709.49,,yes,yes,2.0,,0,current,792,,cat_d,regional,1,59714.29,broker,BR017,13/01/2024,,0,1,29896.65
LN-022305,female,37,4215.24,variable,commercial_partner,,inner_metro,119272.27,874.54,no,yes,4.0,807.05,0,none_held,790,4215.24,cat_c,regional,1,177776.01,broker,BR169,07/02/2024,,1,7,89454.2
LN-022307,male,24,2305.98,variable,salaried,transport,outer_metro,49982.17,472.87,yes,no,1.0,641.2,0,unknown,991,2305.98,cat_c,inner_metro,1,75226.57,broker,BR146,09/04/2023,180.2,0,1,0.0
LN-022308,male,18,4255.49,variable,salaried,labouring,outer_metro,106491.14,512.32,yes,yes,3.0,735.56,0,none_held,915,4255.49,cat_b,regional,1,122519.02,online,BR084,19/01/2024,372.9,0,3,74543.79
LN-022309,female,24,4517.34,variable,salaried,administration,outer_metro,198943.6,745.07,yes,yes,4.0,694.69,0,dormant,132,4517.34,cat_a,outer_metro,1,364370.02,branch_walkin,BR024,31/07/2024,383.77,1,1,139260.52
LN-022310,male,48,1951.88,variable,commercial_partner,retail,outer_metro,48636.69,244.17,no,yes,3.0,747.62,0,none_held,647,1951.88,cat_c,outer_metro,1,61279.99,referral,BR118,22/03/2024,159.54,1,9,34045.69
LN-022312,male,34,3464.85,variable,commercial_partner,hospitality,regional,142913.86,1008.23,no,yes,1.0,796.63,0,none_held,498,3464.85,cat_b,outer_metro,1,223167.81,branch_walkin,BR101,20/08/2023,,0,1,100039.7
LN-022313,female,24,,variable,salaried,retail,outer_metro,219465.4,1536.86,yes,no,4.0,635.93,0,none_held,699,,cat_d,outer_metro,0,391063.68,referral,BR110,14/04/2024,,1,1,0.0
LN-022314,female,18,4547.0,variable,commercial_partner,management,outer_metro,211421.15,966.32,yes,no,2.0,781.67,0,dormant,943,4547.0,cat_a,outer_metro,0,283504.83,broker,BR140,12/08/2024,360.8,0,0,0.0
LN-022316,male,19,3164.93,variable,salaried,hospitality,outer_metro,121263.48,626.59,no,yes,,694.92,0,dormant,378,,cat_b,regional,1,204716.17,broker,BR046,28/02/2024,252.22,1,5,84884.43
LN-022317,female,52,2823.79,variable,public_sector,administration,outer_metro,60146.91,468.24,no,yes,1.0,707.64,0,current,545,2823.79,cat_b,regional,1,73068.84,branch_walkin,BR047,20/04/2024,240.63,1,0,39095.5
LN-022319,male,47,2488.01,variable,salaried,management,outer_metro,17813.67,121.09,yes,yes,2.0,608.02,0,current,944,2488.01,cat_c,regional,1,33844.2,broker,BR147,23/11/2024,207.09,1,1,0.0
LN-022321,female,41,3061.28,variable,salaried,,outer_metro,51091.64,265.36,no,yes,2.0,743.95,1,current,487,3061.28,cat_b,outer_metro,1,84282.1,broker,BR064,21/06/2023,255.81,1,5,33209.57
LN-022323,female,64,8121.27,variable,salaried,management,inner_metro,96894.96,701.2,yes,no,2.0,629.8,1,none_held,524,8121.27,cat_a,outer_metro,1,140089.09,branch_walkin,BR043,31/10/2024,692.24,0,1,0.0
LN-022324,male,65,1488.12,steady,retiree,,regional,57959.75,344.84,yes,yes,2.0,,0,current,539,1488.12,cat_b,regional,1,108170.39,outbound_call,BR157,13/01/2024,128.45,0,7,40571.82
LN-022325,female,41,,variable,salaried,general_labour,outer_metro,53599.02,278.58,yes,yes,4.0,,0,dormant,707,,cat_c,outer_metro,1,90333.4,broker,BR031,08/05/2023,,1,14,34839.37
LN-022327,female,22,7967.25,,commercial_partner,transport,outer_metro,281422.05,900.13,yes,no,3.0,672.07,0,current,633,7967.25,cat_d,inner_metro,1,410285.46,online,BR046,13/06/2023,674.27,0,3,196995.44
LN-022328,male,41,3362.06,variable,salaried,retail,outer_metro,42885.83,212.29,yes,yes,5.0,659.38,0,current,622,3362.06,cat_c,outer_metro,1,80258.4,referral,BR098,17/08/2024,274.53,1,2,0.0
LN-022330,female,61,3018.44,variable,salaried,retail,outer_metro,148651.45,812.82,yes,yes,1.0,785.42,0,none_held,317,3018.44,cat_a,regional,1,,branch_walkin,BR047,08/03/2023,250.89,1,2,0.0
LN-022331,male,64,,variable,salaried,labouring,regional,174632.46,754.7,yes,yes,1.0,651.64,0,current,491,4176.09,cat_b,regional,1,255527.09,broker,BR133,27/05/2023,365.99,0,3,113511.1
LN-022332,female,64,4876.8,,salaried,retail,outer_metro,43779.47,192.82,yes,yes,2.0,732.81,0,dormant,599,4876.8,cat_a,,1,64907.54,referral,BR155,22/10/2023,411.69,0,4,30645.62
LN-022333,male,19,7622.98,variable,commercial_partner,retail,outer_metro,189638.22,872.7,no,no,2.0,807.25,0,current,386,7622.98,cat_c,outer_metro,1,297767.03,branch_walkin,BR176,01/12/2024,620.97,1,4,151710.57
LN-022335,male,58,2714.81,variable,salaried,transport,regional,86898.22,475.52,yes,yes,2.0,616.12,0,current,460,2714.81,cat_d,regional,1,142022.92,online,BR080,23/03/2023,232.61,1,0,0.0
LN-022336,female,20,2755.39,variable,commercial_partner,retail,outer_metro,110006.77,543.38,no,no,2.0,664.54,0,dormant,382,2755.39,cat_a,inner_metro,1,187854.09,broker,BR147,17/11/2023,213.75,0,0,71504.4
LN-022337,male,62,3706.33,variable,salaried,security,outer_metro,57886.92,316.67,yes,yes,3.0,650.0,0,none_held,366,3706.33,cat_c,outer_metro,1,65449.31,broker,BR086,15/10/2023,299.93,1,2,37626.5
LN-022341,male,60,,steady,retiree,,outer_metro,131435.2,600.36,no,yes,2.0,785.43,0,dormant,880,,cat_d,outer_metro,1,176382.75,online,BR093,04/05/2023,,0,4,105148.16
LN-022343,male,54,9148.3,variable,commercial_partner,finance,inner_metro,137644.4,866.03,yes,yes,2.0,840.65,0,none_held,608,9148.3,cat_b,regional,1,260987.12,referral,BR190,25/11/2024,754.66,0,13,0.0
LN-022344,female,26,2476.64,variable,salaried,finance,outer_metro,80136.53,405.08,no,no,2.0,692.22,0,unknown,968,2476.64,cat_d,regional,1,128753.82,broker,BR126,31/01/2024,216.63,0,5,56095.57
LN-022345,male,46,,variable,salaried,management,outer_metro,196610.7,,no,yes,1.0,691.66,0,none_held,725,,cat_d,inner_metro,0,247216.38,broker,BR076,08/06/2023,,1,0,0.0
LN-022347,female,36,3567.19,variable,commercial_partner,facilities,regional,138346.6,637.67,no,yes,2.0,,0,none_held,540,3567.19,cat_d,,1,,branch_walkin,BR123,30/06/2024,295.36,1,3,89925.3
LN-022349,female,18,2472.36,variable,salaried,property_services,outer_metro,59427.9,341.02,no,no,2.0,,0,current,695,,cat_a,inner_metro,1,98729.96,branch_walkin,BR096,09/01/2024,200.94,1,4,41599.54
LN-022351,male,38,,variable,salaried,administration,outer_metro,28873.25,-999.0,no,yes,3.0,688.42,0,none_held,213,,cat_d,inner_metro,1,32378.86,branch_walkin,BR027,10/09/2024,,0,2,20211.27
LN-022353,male,55,,variable,commercial_partner,information_technology,regional,126792.51,571.66,no,no,3.0,804.81,0,current,187,,cat_d,inner_metro,1,184846.66,online,BR156,06/08/2024,,0,1,95094.39
LN-022354,male,65,2539.78,steady,retiree,,outer_metro,49027.32,519.05,yes,yes,2.0,858.63,0,current,201,2539.78,cat_a,inner_metro,0,63241.13,broker,BR179,13/10/2024,219.91,0,7,41673.22
LN-022355,female,18,,variable,salaried,labouring,outer_metro,57878.83,469.03,no,yes,2.0,716.44,0,none_held,542,,cat_d,regional,1,88880.98,broker,BR052,26/04/2024,,1,0,37621.24
LN-022357,female,18,14655.03,variable,salaried,,outer_metro,324433.1,1421.16,no,yes,3.0,753.14,0,current,97,14655.03,cat_a,regional,1,429527.91,online,BR072,11/10/2024,1231.65,1,4,243324.83
LN-022360,male,31,3808.13,variable,salaried,management,outer_metro,154916.72,1082.61,no,yes,2.0,654.15,0,none_held,911,3808.13,cat_c,outer_metro,1,216674.7,referral,BR145,26/09/2024,321.31,1,5,100695.87
LN-022362,female,61,,steady,retiree,,outer_metro,161508.08,468.95,yes,yes,2.0,829.55,0,dormant,233,,cat_b,inner_metro,0,284012.62,branch_walkin,BR175,06/09/2023,,1,4,129206.47
LN-022363,male,47,2897.4,variable,commercial_partner,administration,regional,43883.26,196.25,no,yes,,618.03,0,none_held,199,,cat_b,regional,0,,branch_walkin,BR171,25/10/2023,226.08,0,8,0.0
LN-022367,male,29,4928.67,variable,commercial_partner,management,outer_metro,162749.6,,no,yes,6.0,,1,dormant,134,4928.67,cat_c,regional,1,196237.69,online,BR174,04/08/2023,,0,1,113924.72
LN-022369,male,48,,variable,salaried,labouring,outer_metro,142732.45,817.25,yes,yes,3.0,688.06,1,none_held,557,3299.0,cat_b,outer_metro,1,212871.14,broker,BR177,24/04/2023,276.01,0,4,92776.09
LN-022370,female,46,5098.57,variable,salaried,personal_services,regional,153133.13,707.02,no,yes,2.0,821.87,0,current,291,5098.57,cat_a,inner_metro,1,262359.28,outbound_call,BR081,03/12/2024,418.29,0,5,107193.2
LN-022373,female,42,,variable,commercial_partner,transport,inner_metro,128952.67,686.03,no,no,1.0,771.68,0,none_held,349,,cat_c,inner_metro,1,144821.83,branch_walkin,BR180,29/05/2024,,1,3,103162.14
LN-022374,male,18,6803.62,variable,salaried,management,inner_metro,125684.74,674.53,no,yes,2.0,687.95,0,current,386,6803.62,cat_c,outer_metro,1,234970.64,branch_walkin,BR181,07/10/2024,549.99,1,2,81695.08
LN-022376,male,18,1720.64,variable,salaried,administration,outer_metro,42348.56,297.76,no,no,4.0,644.5,0,current,370,,cat_a,outer_metro,1,60405.1,broker,BR071,02/07/2024,140.07,1,6,0.0
LN-022377,female,58,,variable,commercial_partner,information_technology,outer_metro,326026.35,,yes,yes,3.0,820.08,0,dormant,379,,cat_a,regional,1,583676.06,branch_walkin,BR106,24/05/2023,,0,3,244519.75
